"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1595,4,0,7,78
"GM",0,5,1,6,0
"Tolerant",53,16,67,252,9
"Vulnerable",89,5,109,11089,36
"Unclassified",186,11,156,3117,15110
