"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",86301,23103,16195,359,4373
"GM",35742,235094,263289,95,2319
"Tolerant",41355,320367,193429,53,1594
"Vulnerable",169,51,21,1874,1230
"Unclassified",19869,8185,5476,2460,141733
