"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",50,1037,3623,68,782
"GM",502,77510,133803,2059,14679
"Tolerant",1146,131451,419392,10180,43156
"Vulnerable",81,5123,11051,21323,9349
"Unclassified",553,20113,39165,8182,114833
