"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,2,2
"GM",0,0,0,5
"Tolerant",0,0,7,9
"Vulnerable",0,2,915,498
"Unclassified",1,24,1123,3357
