"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,4
"GM",0,0,0,16
"Tolerant",0,0,1,7
"Vulnerable",0,0,105,515
"Unclassified",16,6,393,4882
