"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",12,423,284,1,123
"GM",73,125852,103276,4613,9508
"Tolerant",53,87732,14681,567,1944
"Vulnerable",9,3626,1367,8431,34828
"Unclassified",153,10220,7731,8704,178740
