"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",12,0,0,0
"GM",490,386,65,107
"Tolerant",381,684,204,553
"Vulnerable",63,42,5434,19364
"Unclassified",174,181,8293,37853
