"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",15,93,50,23,108
"GM",367,100777,26624,12300,6648
"Tolerant",162,22544,2590,3760,1851
"Vulnerable",35,12375,2051,1429,372
"Unclassified",1430,9341,8454,1696,43908
