"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",112448,12918,14429,22576
"GM",6,23,4,0
"Tolerant",5077,178149,5079,875
"Vulnerable",13557,5501,133429,5852
"Unclassified",16508,1988,13029,98858
