"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",5415,3193,304,1307,13203
"GM",2359,19933,4815,891,4743
"Tolerant",650,9220,409,254,1681
"Vulnerable",266,249,56,4445,3628
"Unclassified",11839,5345,811,9691,149129
