"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,1,0,2
"GM",41593,283641,93,7683
"Tolerant",307418,240985,90,14416
"Vulnerable",464,298,455,1059
"Unclassified",5185,14607,356,62947
