"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",809196,2434,15411,11047,10150
"GM",4715,2007,7347,3471,331
"Tolerant",22945,4419,105772,11886,422
"Vulnerable",20000,2865,13348,103934,14061
"Unclassified",131749,375,4421,3700,1576868
