"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,0,210
"GM",4,59,0,0,1777
"Tolerant",2,26,6,0,1397
"Vulnerable",0,5,1,0,225
"Unclassified",15,93,29,9,770
