"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",381,65,457,1442
"GM",1,3,1,69
"Tolerant",7,368,159,350
"Vulnerable",3014,2143,21841,32288
"Unclassified",4492,710,27572,134315
