"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",3,100,190,0,230
"GM",18,35544,87013,8,19651
"Tolerant",20,94687,10862,7,11071
"Vulnerable",0,67,179,246,1257
"Unclassified",191,15446,9357,347,313005
