"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",87,14,220,345,2692
"GM",2,24,300,157,340
"Tolerant",60,201,5150,2428,6559
"Vulnerable",170,84,2952,24280,52026
"Unclassified",586,255,6807,38231,209495
