"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,3,5,18
"GM",0,1,9,7
"Tolerant",4,150,458,1332
"Vulnerable",8,165,10146,15457
"Unclassified",46,507,18301,57504
