"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,8
"GM",0,0,2,9
"Tolerant",0,0,1,45
"Vulnerable",0,0,355,264
"Unclassified",26,11,180,1685
