"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",2215,22765,8665,7670,7835
"GM",955,129692,196490,12155,2986
"Tolerant",770,200410,91697,15556,3880
"Vulnerable",304,13427,9389,23070,6729
"Unclassified",291,4117,2176,6713,165260
