"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",184,2553,1433,278
"Tolerant",6233,40281,35152,2756
"Vulnerable",314,15569,412346,12005
"Unclassified",549,1359,6922,175531
