"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,1,21,69
"GM",0,4,8,378,172
"Tolerant",1,3,13,44,94
"Vulnerable",1,1,6,7000,855
"Unclassified",21,24,37,4404,54723
