"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,2,140,61
"GM",0,2,2,7
"Tolerant",0,160,193,250
"Vulnerable",6,61,6842,3208
"Unclassified",86,424,56861,31256
