"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",12524,8075,13059,27951
"Tolerant",3753,197061,172345,27160
"Vulnerable",3121,125464,272896,55087
"Unclassified",13652,17544,52107,330210
