"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",60,133,502,633
"GM",0,2,8,3
"Tolerant",229,27048,3764,1433
"Vulnerable",356,4053,191813,36249
"Unclassified",318,497,15471,102050
