"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,12,0,4
"GM",0,0,0,1
"Tolerant",0,6,1,6
"Vulnerable",0,0,7,15
"Unclassified",3,1,6,665
