"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",9217,4313,1721,27154
"GM",1,9,9,1
"Tolerant",9507,33576,14138,20722
"Vulnerable",2085,12194,30955,17897
"Unclassified",29053,16781,19033,110900
