"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,1,51
"GM",9042,33573,110,9427
"Tolerant",27447,2172,6,4917
"Vulnerable",21,13,8,165
"Unclassified",9370,11136,158,422702
