"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1490,1780,7029,8647,13531
"GM",1438,35860,129812,26253,31234
"Tolerant",7246,119408,518420,77086,179971
"Vulnerable",8096,16037,81171,154789,130816
"Unclassified",6685,8240,41119,53142,109649
