"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,4,0,11
"GM",26514,422487,784,20584
"Tolerant",446030,265231,1053,34758
"Vulnerable",331,791,1194,1687
"Unclassified",29488,42979,6043,44882
