"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",4304,78527,4061,12566
"Tolerant",71732,42342,18997,66453
"Vulnerable",4995,17641,113266,76225
"Unclassified",26804,59375,116968,254359
