"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",14,10,28,11,42
"GM",405,1382,4535,363,98
"Tolerant",192,10115,13478,1610,866
"Vulnerable",78,396,1889,109677,6521
"Unclassified",89,1083,1129,15384,155265
