"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",34975,650,27328,120,921
"GM",254,2369,2231,846,10
"Tolerant",25806,2776,526906,10038,3063
"Vulnerable",406,550,7569,8302,61
"Unclassified",1288,440,15865,1824,194716
