"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",251,235,1844,1349
"Tolerant",140,2256,954,1408
"Vulnerable",1058,2217,25098,10870
"Unclassified",550,1664,5899,15732
