"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",25,117,176,1219
"GM",0,22,4,41
"Tolerant",66,7810,953,6978
"Vulnerable",38,697,28243,34433
"Unclassified",96,1217,4300,42605
