"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",80,22,41,63
"GM",31501,226949,3357,13183
"Tolerant",216172,32812,3924,17681
"Vulnerable",9848,9372,54203,80292
"Unclassified",21244,27737,64589,166459
