"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,1,22
"GM",0,2,0,57
"Tolerant",2,0,0,0
"Vulnerable",0,0,25,0
"Unclassified",36,13,3,2173
