"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",16018,535196,30,1503
"GM",0,125,0,0
"Tolerant",540744,523718,1091,9271
"Vulnerable",1264,307,872,17
"Unclassified",78462,155282,223,81056
