"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",2,4,0,3
"GM",10659,253656,112,5070
"Tolerant",276829,132061,2268,10865
"Vulnerable",41,2424,1141,532
"Unclassified",2881,4761,1231,46642
