"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",76429,610145,5853,7283
"Tolerant",630517,1005944,56209,13156
"Vulnerable",10265,42441,109151,24053
"Unclassified",25756,77781,24079,674604
