"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",3935,719,3009,2230,308
"GM",4719,7481,9710,5347,872
"Tolerant",3243,5491,10332,2826,411
"Vulnerable",2187,2312,1569,13828,1341
"Unclassified",250,1478,1196,20477,121998
