"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,2,83
"GM",0,0,0,0,18
"Tolerant",0,0,42,101,552
"Vulnerable",9,1,47,3007,8392
"Unclassified",46,6,202,4429,18195
