"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,1,55
"GM",0,0,0,1
"Tolerant",32,3,50,916
"Vulnerable",95,29,3747,6397
"Unclassified",383,123,3193,20107
