"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,38
"GM",556,256,13,2464
"Tolerant",235,415,21,2652
"Vulnerable",0,21,430,1555
"Unclassified",640,1552,709,85512
