"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,1
"GM",47010,44044,33,24508
"Tolerant",62246,8341,33,15509
"Vulnerable",1130,624,13,11638
"Unclassified",10803,4796,25,77153
