"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",27843,8747,6746,1829,1195
"GM",9908,68607,22308,8131,846
"Tolerant",3119,24115,11521,4492,248
"Vulnerable",5832,21141,8920,19496,1809
"Unclassified",9277,6873,8994,2494,70475
