"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,1,0
"GM",1949,3879,651,1087
"Tolerant",8525,1592,568,937
"Vulnerable",587,345,28984,25378
"Unclassified",1499,698,24341,48580
