"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"GM",5,3758,4247,354,1065
"Tolerant",6,5043,1014,210,614
"Vulnerable",0,509,205,12619,7903
"Unclassified",1,3925,2193,39480,66450
