"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",24246,44953,7131,31860
"Tolerant",48210,168667,74814,18935
"Vulnerable",9799,53269,285744,57190
"Unclassified",39259,59573,106972,549482
