"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",12,6,109,116
"GM",0,0,1,3
"Tolerant",76,740,1286,1016
"Vulnerable",465,1215,39451,10445
"Unclassified",1723,1415,36672,31524
