"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,31
"GM",0,0,0,331
"Tolerant",0,1,0,1570
"Vulnerable",0,0,0,53
"Unclassified",7,107,2,1485
