"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,5,11
"GM",5103,5932,1114,3503
"Tolerant",7847,3641,2026,7126
"Vulnerable",1961,2139,113719,80410
"Unclassified",3327,4811,91168,122839
