"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",4446,8625,1916,1133,2309
"GM",2358,88819,36254,16890,959
"Tolerant",841,36954,6795,8691,275
"Vulnerable",279,22057,6213,7374,89
"Unclassified",655,1144,244,192,61242
