"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,17,67,0,44
"GM",1,36300,621043,656,16276
"Tolerant",27,661129,435262,1190,30139
"Vulnerable",2,643,1577,9329,6147
"Unclassified",15,10579,19956,10089,167982
