"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",113,264,26,8
"GM",34421,744126,2259,2656
"Tolerant",707665,336779,3777,1857
"Vulnerable",1632,4404,18610,1352
"Unclassified",1935,2086,407,164093
