"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",63966,0,441362,25745,42041
"GM",387,0,1459,597,245
"Tolerant",422156,126,228048,134188,68639
"Vulnerable",27828,22,121410,412486,433099
"Unclassified",31584,6,53200,145720,638352
