"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,1
"GM",0,3,0,1
"Tolerant",0,12,35,9
"Vulnerable",0,29,28777,14062
"Unclassified",1,17,10166,19852
