"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,1
"GM",0,0,3,4
"Tolerant",1,2,3,13
"Vulnerable",0,12,5156,1926
"Unclassified",1,93,23317,42433
