"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",12,13,59,3
"GM",35713,113117,5817,1983
"Tolerant",114882,28717,6459,1562
"Vulnerable",6284,10402,48847,1732
"Unclassified",4000,2207,84082,249413
