"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",30289,401048,14173,12053
"GM",1,20,564,0
"Tolerant",405068,287147,299977,14601
"Vulnerable",15207,357984,1322287,29925
"Unclassified",15498,34537,68932,460384
