"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",59788,8905,7862,8945,13080
"GM",12201,61339,37678,16637,2478
"Tolerant",6635,26836,8046,12671,1584
"Vulnerable",5395,15561,11946,48768,11949
"Unclassified",8461,3822,2543,11727,121256
