"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,7,0,0,58
"GM",22,916,15,36,873
"Tolerant",12,53,12,1,527
"Vulnerable",2,34,1,2,97
"Unclassified",41,132,8,23,1289
