"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",8,4,0,26
"GM",1351,100,16,64
"Tolerant",40,13,2,5
"Vulnerable",18,1,36,82
"Unclassified",54,20,8,2314
