"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",2003,237,703,1803,1363
"GM",233,213,1250,771,3
"Tolerant",159,9,1891,1667,104
"Vulnerable",1076,381,2316,13704,684
"Unclassified",200,0,79,943,62101
