"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,0,0,0
"GM",70198,105528,116,16666
"Tolerant",90923,28016,109,13388
"Vulnerable",3181,1852,54,49272
"Unclassified",15522,9907,101,194164
